filename	SOURCE	CUE	CONTENT
wsj_0413.xml.conll.features.foreval	1024,1027	1027,1028	1032,1055
wsj_0413.xml.conll.features.foreval	1236,1237	1237,1238	1239,1242
wsj_0413.xml.conll.features.foreval	1410,1412	1412,1414	1401,1410
wsj_0413.xml.conll.features.foreval	1531,1533	1533,1535	1512,1531
wsj_0413.xml.conll.features.foreval	301,306	306,307	307,318
wsj_0413.xml.conll.features.foreval	1086,1087	1100,1101	1101,1110
wsj_0413.xml.conll.features.foreval	876,877	877,880	880,884
wsj_0413.xml.conll.features.foreval	663,664	664,665	660,663
wsj_0413.xml.conll.features.foreval	886,888	888,890	875,886
wsj_0413.xml.conll.features.foreval	56,57	57,58	58,74
wsj_0413.xml.conll.features.foreval	1489,1491	1491,1492	1492,1505
wsj_0413.xml.conll.features.foreval	954,955	960,961	963,965
wsj_0413.xml.conll.features.foreval	1450,1452	1452,1453	1440,1450
wsj_0413.xml.conll.features.foreval	907,908	908,909	891,907
wsj_0413.xml.conll.features.foreval	173,175	175,176	176,196
wsj_0413.xml.conll.features.foreval	673,674	674,675	652,673
wsj_0413.xml.conll.features.foreval	579,580	580,581	560,579
wsj_0413.xml.conll.features.foreval		982,983	983,991
wsj_0413.xml.conll.features.foreval	430,431	431,432	416,429
wsj_0413.xml.conll.features.foreval	583,586	586,587	587,594
wsj_0413.xml.conll.features.foreval	108,122	107,108	95,107
wsj_0413.xml.conll.features.foreval	1323,1325	1325,1326	1329,1336
wsj_0413.xml.conll.features.foreval	810,811	811,812	813,826
wsj_0413.xml.conll.features.foreval	1118,1120	1120,1122	1111,1118
wsj_0413.xml.conll.features.foreval	1192,1193	1193,1194	1177,1192
wsj_0413.xml.conll.features.foreval	880,881	881,883	883,884
wsj_0413.xml.conll.features.foreval	640,642	642,643	635,639
wsj_0413.xml.conll.features.foreval	216,217	217,218	197,216
wsj_0413.xml.conll.features.foreval	1362,1363	1363,1364	1364,1365
wsj_0413.xml.conll.features.foreval	1227,1229	1229,1230	1230,1235
wsj_0413.xml.conll.features.foreval	186,187	187,190	191,196
wsj_0413.xml.conll.features.foreval	775,776	776,777	750,775
wsj_0413.xml.conll.features.foreval	950,951	951,952	937,950
wsj_0413.xml.conll.features.foreval	1415,1417	1425,1426	1428,1430
wsj_0413.xml.conll.features.foreval	1567,1586	1566,1567	1561,1566
wsj_0413.xml.conll.features.foreval	475,477	477,478	478,491
wsj_0413.xml.conll.features.foreval	1550,1551	1551,1552	1544,1550
wsj_0413.xml.conll.features.foreval	1554,1555	1555,1556	1556,1559
wsj_0413.xml.conll.features.foreval	1355,1357	1357,1358	1336,1354
wsj_0413.xml.conll.features.foreval	902,903	903,905	901,902
wsj_0413.xml.conll.features.foreval	75,76	76,77	77,95
wsj_0413.xml.conll.features.foreval	1205,1206	1206,1207	1207,1212
wsj_0413.xml.conll.features.foreval	1011,1012	1012,1013	1007,1011
wsj_0413.xml.conll.features.foreval	1000,1001	1001,1002	992,999
wsj_0413.xml.conll.features.foreval	711,713	713,714	714,749
wsj_0413.xml.conll.features.foreval	1244,1245	1245,1246	1225,1244
wsj_0413.xml.conll.features.foreval	307,308	308,309	309,318
wsj_0413.xml.conll.features.foreval	274,286	273,274	256,273
wsj_0413.xml.conll.features.foreval	393,394	394,399	399,401
wsj_0413.xml.conll.features.foreval	339,354	338,339	319,338
wsj_0414.xml.conll.features.foreval	803,806	802,803	789,802
wsj_0414.xml.conll.features.foreval	766,767	767,768	768,774
wsj_0414.xml.conll.features.foreval	593,598	598,600	601,610
wsj_0414.xml.conll.features.foreval	233,246	232,233	218,232
wsj_0414.xml.conll.features.foreval	810,811	811,812	807,809
wsj_0414.xml.conll.features.foreval	583,592	582,583	571,582
wsj_0414.xml.conll.features.foreval	219,220	220,223	223,230
wsj_0414.xml.conll.features.foreval		500,502	502,539
wsj_0414.xml.conll.features.foreval	697,709	709,710	710,719
wsj_0414.xml.conll.features.foreval	662,663	663,665	665,671
wsj_0414.xml.conll.features.foreval	831,833	834,837	837,869
wsj_0414.xml.conll.features.foreval	62,67	67,68	68,86
wsj_0414.xml.conll.features.foreval	899,901	901,902	902,921
wsj_0414.xml.conll.features.foreval	689,692	692,693	673,688
wsj_0414.xml.conll.features.foreval	616,620	620,621	621,647
wsj_0414.xml.conll.features.foreval	837,839	839,840	840,850
wsj_0414.xml.conll.features.foreval	194,195	195,196	196,200
wsj_0414.xml.conll.features.foreval	377,379	384,385	385,395
wsj_0414.xml.conll.features.foreval	375,376	376,377	377,395
wsj_0414.xml.conll.features.foreval	756,759	759,760	739,755
wsj_0414.xml.conll.features.foreval	461,463	463,464	464,481
wsj_0414.xml.conll.features.foreval		428,430	430,455
wsj_0414.xml.conll.features.foreval	540,542	542,543	543,558
wsj_0414.xml.conll.features.foreval	202,205	205,206	186,202
wsj_0414.xml.conll.features.foreval	807,809	813,814	814,819
wsj_0414.xml.conll.features.foreval	368,374	367,368	337,367
wsj_0414.xml.conll.features.foreval	142,143	143,144	144,152
wsj_0415.xml.conll.features.foreval		1065,1067	1067,1073
wsj_0415.xml.conll.features.foreval	627,628	628,629	599,626
wsj_0415.xml.conll.features.foreval	996,997	998,999	999,1023
wsj_0415.xml.conll.features.foreval		1105,1106	1106,1117
wsj_0415.xml.conll.features.foreval	1096,1097	1097,1098	1098,1100
wsj_0415.xml.conll.features.foreval	109,112	108,109	99,108
wsj_0415.xml.conll.features.foreval		712,714	714,721
wsj_0415.xml.conll.features.foreval	143,144	144,145	145,153
wsj_0415.xml.conll.features.foreval	1196,1197	1197,1198	1195,1196
wsj_0415.xml.conll.features.foreval	677,682	676,677	650,676
wsj_0415.xml.conll.features.foreval		798,800	800,809
wsj_0415.xml.conll.features.foreval	916,917	918,919	919,928
wsj_0415.xml.conll.features.foreval	933,935	935,936	936,995
wsj_0415.xml.conll.features.foreval	1144,1157	1162,1163	1163,1170
wsj_0415.xml.conll.features.foreval	145,146	146,147	147,153
wsj_0415.xml.conll.features.foreval	1024,1025	1025,1026	1029,1049
wsj_0415.xml.conll.features.foreval		434,436	436,439
wsj_0415.xml.conll.features.foreval	1144,1157	1171,1172	1172,1190
wsj_0415.xml.conll.features.foreval		723,727	727,728
wsj_0415.xml.conll.features.foreval	1201,1204	1199,1201	1190,1198
wsj_0415.xml.conll.features.foreval	1136,1137	1137,1138	1138,1143
wsj_0415.xml.conll.features.foreval	161,169	160,161	142,160
wsj_0415.xml.conll.features.foreval	50,52	68,70	70,98
wsj_0416.xml.conll.features.foreval	733,748	732,733	710,732
wsj_0416.xml.conll.features.foreval	196,198	198,199	199,207
wsj_0416.xml.conll.features.foreval	592,596	591,592	575,590
wsj_0416.xml.conll.features.foreval	403,404	404,406	406,418
wsj_0416.xml.conll.features.foreval	251,253	253,254	236,250
wsj_0416.xml.conll.features.foreval	98,106	96,98	106,116
wsj_0416.xml.conll.features.foreval	581,582	582,583	583,590
wsj_0416.xml.conll.features.foreval	420,422	422,423	423,430
wsj_0416.xml.conll.features.foreval	886,888	888,889	872,886
wsj_0416.xml.conll.features.foreval	392,402	402,403	403,418
wsj_0416.xml.conll.features.foreval	345,347	347,350	350,379
wsj_0416.xml.conll.features.foreval	465,487	464,465	439,464
wsj_0416.xml.conll.features.foreval	319,320	320,321	321,329
wsj_0416.xml.conll.features.foreval	179,180	180,181	181,195
wsj_0416.xml.conll.features.foreval	84,94	82,84	69,81
wsj_0416.xml.conll.features.foreval	931,959	930,931	929,930
wsj_0416.xml.conll.features.foreval	152,154	154,155	155,177
wsj_0416.xml.conll.features.foreval	132,134	134,135	117,131
wsj_0416.xml.conll.features.foreval	433,435	435,436	436,438
wsj_0416.xml.conll.features.foreval	500,501	501,503	503,509
wsj_0416.xml.conll.features.foreval	546,552	545,546	517,544
wsj_0416.xml.conll.features.foreval	678,680	680,681	667,678
wsj_0416.xml.conll.features.foreval	276,277	277,278	278,295
wsj_0416.xml.conll.features.foreval	618,619	619,620	605,618
wsj_0417.xml.conll.features.foreval	65,77	77,79	88,97
wsj_0417.xml.conll.features.foreval	180,182	182,183	183,214
wsj_0417.xml.conll.features.foreval	107,108	117,120	120,122
wsj_0417.xml.conll.features.foreval	220,222	222,223	223,240
wsj_0417.xml.conll.features.foreval	135,136	136,139	139,142
wsj_0417.xml.conll.features.foreval	0,5	5,7	7,20
wsj_0417.xml.conll.features.foreval	143,145	145,147	147,153
wsj_0417.xml.conll.features.foreval		37,38	43,64
wsj_0417.xml.conll.features.foreval	100,106	106,107	107,134
wsj_0417.xml.conll.features.foreval	65,77	77,80	80,86
wsj_0417.xml.conll.features.foreval	199,202	192,196	202,214
wsj_0417.xml.conll.features.foreval	199,202	192,197	202,214
wsj_0418.xml.conll.features.foreval	39,40	40,41	41,52
wsj_0418.xml.conll.features.foreval	0,3	3,4	4,27
wsj_0418.xml.conll.features.foreval	53,54	55,56	56,61
wsj_0419.xml.conll.features.foreval	4,5	13,14	16,25
wsj_0419.xml.conll.features.foreval	165,166	166,167	161,164
wsj_0419.xml.conll.features.foreval	130,131	145,146	146,160
wsj_0419.xml.conll.features.foreval	378,379	379,380	380,393
wsj_0419.xml.conll.features.foreval	106,107	107,108	75,105
wsj_0419.xml.conll.features.foreval	301,302	302,303	303,328
wsj_0419.xml.conll.features.foreval	26,28	28,29	29,51
wsj_0419.xml.conll.features.foreval	130,131	132,133	133,144
wsj_0419.xml.conll.features.foreval	329,330	330,331	331,358
wsj_0419.xml.conll.features.foreval	0,3	3,4	4,25
wsj_0419.xml.conll.features.foreval	29,30	30,32	32,34
wsj_0419.xml.conll.features.foreval	380,381	381,382	382,393
wsj_0420.xml.conll.features.foreval	25,27	27,32	32,37
wsj_0420.xml.conll.features.foreval	0,2	5,6	6,24
wsj_0421.xml.conll.features.foreval	0,2	2,3	3,16
wsj_0421.xml.conll.features.foreval	82,85	81,82	55,81
wsj_0421.xml.conll.features.foreval		58,59	59,64
wsj_0422.xml.conll.features.foreval	813,815	815,816	800,812
wsj_0422.xml.conll.features.foreval	553,555	555,556	540,553
wsj_0422.xml.conll.features.foreval	450,452	452,453	434,449
wsj_0422.xml.conll.features.foreval	85,101	84,85	67,84
wsj_0422.xml.conll.features.foreval	557,558	558,559	559,577
wsj_0422.xml.conll.features.foreval	784,788	788,790	790,791
wsj_0422.xml.conll.features.foreval	271,273	273,274	252,270
wsj_0422.xml.conll.features.foreval	796,798	798,799	784,795
wsj_0422.xml.conll.features.foreval	595,596	596,597	578,595
wsj_0422.xml.conll.features.foreval	600,602	602,603	604,624
wsj_0422.xml.conll.features.foreval	454,455	455,456	456,466
wsj_0422.xml.conll.features.foreval	63,65	65,66	53,62
wsj_0422.xml.conll.features.foreval	197,200	200,201	180,196
wsj_0422.xml.conll.features.foreval	287,289	289,290	275,287
wsj_0422.xml.conll.features.foreval	509,511	511,512	496,508
wsj_0422.xml.conll.features.foreval	44,52	42,44	26,41
wsj_0422.xml.conll.features.foreval	488,495	487,488	467,486
wsj_0422.xml.conll.features.foreval	844,858	843,844	817,843
wsj_0422.xml.conll.features.foreval	153,155	155,156	133,152
wsj_0422.xml.conll.features.foreval	413,421	412,413	382,411
wsj_0422.xml.conll.features.foreval	234,237	237,238	238,243
wsj_0422.xml.conll.features.foreval	514,515	515,516	516,539
wsj_0422.xml.conll.features.foreval	377,380	380,381	349,376
wsj_0423.xml.conll.features.foreval	321,322	322,323	323,336
wsj_0423.xml.conll.features.foreval	738,739	739,740	740,777
wsj_0426.xml.conll.features.foreval	1163,1166	1161,1163	1149,1160
wsj_0426.xml.conll.features.foreval	999,1001	1001,1002	973,998
wsj_0426.xml.conll.features.foreval	1103,1119	1102,1103	1090,1101
wsj_0426.xml.conll.features.foreval	68,69	69,70	62,68
wsj_0426.xml.conll.features.foreval	682,684	684,688	688,706
wsj_0426.xml.conll.features.foreval	628,633	627,628	612,627
wsj_0426.xml.conll.features.foreval	961,963	960,961	945,960
wsj_0426.xml.conll.features.foreval	673,674	674,675	672,673
wsj_0426.xml.conll.features.foreval	282,284	284,285	285,296
wsj_0426.xml.conll.features.foreval	735,737	737,738	716,734
wsj_0426.xml.conll.features.foreval	707,715	706,707	681,706
wsj_0426.xml.conll.features.foreval	566,576	564,566	536,563
wsj_0427.xml.conll.features.foreval	152,153	153,154	156,171
wsj_0427.xml.conll.features.foreval	126,136	136,137	139,152
wsj_0427.xml.conll.features.foreval	67,68	77,78	78,86
wsj_0427.xml.conll.features.foreval	171,180	180,181	183,206
wsj_0427.xml.conll.features.foreval	207,208	209,210	210,225
wsj_0427.xml.conll.features.foreval	189,191	191,192	188,189
wsj_0427.xml.conll.features.foreval		76,77	77,86
wsj_0427.xml.conll.features.foreval		4,6	6,35
wsj_0427.xml.conll.features.foreval	211,213	213,216	216,219
wsj_0428.xml.conll.features.foreval	29,31	31,32	34,45
wsj_0428.xml.conll.features.foreval	22,27	27,28	0,21
wsj_0429.xml.conll.features.foreval	75,79	79,80	80,88
wsj_0429.xml.conll.features.foreval	102,109	126,127	127,142
wsj_0429.xml.conll.features.foreval	143,148	148,150	182,202
wsj_0429.xml.conll.features.foreval	0,4	4,5	5,32
wsj_0429.xml.conll.features.foreval		110,111	111,125
wsj_0429.xml.conll.features.foreval	150,152	152,154	154,202
wsj_0429.xml.conll.features.foreval	69,72	72,73	73,101
wsj_0429.xml.conll.features.foreval	241,243	240,241	244,268
wsj_0429.xml.conll.features.foreval	205,208	208,209	209,230
wsj_0430.xml.conll.features.foreval	352,362	362,363	363,374
wsj_0430.xml.conll.features.foreval	294,306	293,294	278,293
wsj_0430.xml.conll.features.foreval	115,117	120,121	122,134
wsj_0430.xml.conll.features.foreval	231,234	234,235	235,262
wsj_0430.xml.conll.features.foreval	146,147	147,148	149,153
wsj_0430.xml.conll.features.foreval	375,377	377,378	378,395
wsj_0430.xml.conll.features.foreval	419,420	420,423	423,431
wsj_0430.xml.conll.features.foreval	434,440	433,434	418,433
wsj_0430.xml.conll.features.foreval	396,398	395,396	374,395
wsj_0430.xml.conll.features.foreval	136,144	135,136	114,135
wsj_0430.xml.conll.features.foreval	218,220	217,218	209,217
wsj_0431.xml.conll.features.foreval	0,4	4,5	5,28
wsj_0431.xml.conll.features.foreval	34,35	35,36	36,46
wsj_0431.xml.conll.features.foreval	5,6	6,7	7,28
wsj_0433.xml.conll.features.foreval	0,5	5,6	6,25
wsj_0435.xml.conll.features.foreval	177,183	183,184	184,211
wsj_0435.xml.conll.features.foreval	61,62	62,63	64,87
wsj_0435.xml.conll.features.foreval	354,356	356,357	320,354
wsj_0435.xml.conll.features.foreval	0,6	6,7	7,32
wsj_0435.xml.conll.features.foreval	331,333	333,334	330,331
wsj_0435.xml.conll.features.foreval	233,236	236,238	238,263
wsj_0435.xml.conll.features.foreval	89,91	87,89	92,145
wsj_0435.xml.conll.features.foreval	397,398	398,399	360,397
wsj_0435.xml.conll.features.foreval	43,45	45,48	48,59
wsj_0436.xml.conll.features.foreval	321,322	322,323	318,320
wsj_0436.xml.conll.features.foreval	239,241	241,242	229,238
wsj_0436.xml.conll.features.foreval	635,637	637,638	631,634
wsj_0436.xml.conll.features.foreval	620,621	621,622	622,630
wsj_0436.xml.conll.features.foreval		686,687	688,717
wsj_0436.xml.conll.features.foreval	82,83	83,84	84,109
wsj_0436.xml.conll.features.foreval	166,167	167,168	168,194
wsj_0436.xml.conll.features.foreval	682,684	684,685	669,681
wsj_0436.xml.conll.features.foreval	428,430	430,431	431,442
wsj_0436.xml.conll.features.foreval	718,725	726,727	727,737
wsj_0436.xml.conll.features.foreval	752,764	764,765	766,790
wsj_0436.xml.conll.features.foreval	739,740	740,741	741,747
wsj_0436.xml.conll.features.foreval	365,376	364,365	349,364
wsj_0436.xml.conll.features.foreval	98,100	97,98	100,109
wsj_0436.xml.conll.features.foreval	164,165	165,166	166,194
wsj_0436.xml.conll.features.foreval	394,395	395,396	377,393
wsj_0436.xml.conll.features.foreval	749,750	750,751	738,749
wsj_0436.xml.conll.features.foreval	300,301	301,302	302,317
wsj_0436.xml.conll.features.foreval	197,199	199,201	201,216
wsj_0436.xml.conll.features.foreval	31,32	35,36	36,51
wsj_0436.xml.conll.features.foreval	470,479	479,480	480,499
wsj_0436.xml.conll.features.foreval	583,595	595,596	596,619
wsj_0436.xml.conll.features.foreval	418,427	427,428	428,455
wsj_0437.xml.conll.features.foreval	134,135	135,136	104,133
wsj_0437.xml.conll.features.foreval	937,939	939,940	940,950
wsj_0437.xml.conll.features.foreval	282,283	283,284	255,282
wsj_0437.xml.conll.features.foreval	975,977	973,975	951,972
wsj_0437.xml.conll.features.foreval		372,375	375,386
wsj_0437.xml.conll.features.foreval	484,488	482,484	489,512
wsj_0437.xml.conll.features.foreval	237,239	235,237	240,254
wsj_0437.xml.conll.features.foreval	566,568	568,569	569,593
wsj_0437.xml.conll.features.foreval	879,881	881,882	852,854
wsj_0437.xml.conll.features.foreval	923,924	924,925	925,933
wsj_0437.xml.conll.features.foreval		326,328	328,336
wsj_0437.xml.conll.features.foreval	888,893	885,888	883,885
wsj_0437.xml.conll.features.foreval	852,854	864,865	865,878
wsj_0437.xml.conll.features.foreval		953,956	951,953
wsj_0437.xml.conll.features.foreval	695,697	693,695	674,692
wsj_0437.xml.conll.features.foreval	907,909	909,910	883,906
wsj_0437.xml.conll.features.foreval	339,351	337,339	352,369
wsj_0437.xml.conll.features.foreval		259,261	261,280
wsj_0437.xml.conll.features.foreval	1114,1116	1112,1114	1098,1111
wsj_0437.xml.conll.features.foreval		492,494	494,498
wsj_0437.xml.conll.features.foreval	598,599	599,600	594,597
wsj_0437.xml.conll.features.foreval	1039,1041	1037,1039	1026,1036
wsj_0437.xml.conll.features.foreval		914,916	911,914
wsj_0437.xml.conll.features.foreval	1095,1096	1096,1097	1071,1094
wsj_0437.xml.conll.features.foreval	1060,1061	1061,1062	1042,1059
wsj_0437.xml.conll.features.foreval		14,15	15,22
wsj_0437.xml.conll.features.foreval	894,895	895,896	896,906
wsj_0437.xml.conll.features.foreval	160,161	161,163	163,171
wsj_0437.xml.conll.features.foreval	807,809	805,807	810,823
wsj_0437.xml.conll.features.foreval		815,816	819,823
wsj_0437.xml.conll.features.foreval	225,229	229,230	230,254
wsj_0437.xml.conll.features.foreval	360,361	361,363	363,367
wsj_0437.xml.conll.features.foreval	951,953	956,958	958,972
wsj_0437.xml.conll.features.foreval	513,515	515,516	516,535
wsj_0439.xml.conll.features.foreval	21,24	24,25	25,46
wsj_0439.xml.conll.features.foreval		1296,1298	1298,1301
wsj_0439.xml.conll.features.foreval	1478,1487	1501,1502	1502,1509
wsj_0439.xml.conll.features.foreval		1334,1336	1336,1357
wsj_0439.xml.conll.features.foreval	853,854	857,858	858,866
wsj_0439.xml.conll.features.foreval	769,771	760,761	761,768
wsj_0439.xml.conll.features.foreval	709,710	710,711	721,747
wsj_0439.xml.conll.features.foreval	584,586	586,587	587,598
wsj_0439.xml.conll.features.foreval	1097,1098	1098,1099	1099,1167
wsj_0439.xml.conll.features.foreval		1468,1470	1470,1477
wsj_0439.xml.conll.features.foreval	1421,1423	1423,1424	1424,1431
wsj_0439.xml.conll.features.foreval	722,723	723,726	726,728
wsj_0439.xml.conll.features.foreval	769,771	771,772	772,794
wsj_0439.xml.conll.features.foreval	47,48	48,51	51,74
wsj_0439.xml.conll.features.foreval	942,947	947,948	948,1027
wsj_0439.xml.conll.features.foreval	1478,1487	1510,1511	1511,1524
wsj_0439.xml.conll.features.foreval	1255,1257	1257,1259	1259,1273
wsj_0439.xml.conll.features.foreval		1567,1568	1568,1593
wsj_0439.xml.conll.features.foreval	1082,1083	1089,1091	1091,1094
wsj_0439.xml.conll.features.foreval		1302,1304	1304,1316
wsj_0439.xml.conll.features.foreval		262,266	269,288
wsj_0439.xml.conll.features.foreval	619,621	621,624	624,631
wsj_0439.xml.conll.features.foreval	1375,1377	1377,1379	1379,1389
wsj_0439.xml.conll.features.foreval	599,601	601,602	602,617
wsj_0439.xml.conll.features.foreval	1082,1083	1083,1085	1085,1089
wsj_0439.xml.conll.features.foreval	690,692	692,695	695,708
wsj_0439.xml.conll.features.foreval	653,655	655,656	656,664
wsj_0440.xml.conll.features.foreval	122,141	121,122	92,120
wsj_0440.xml.conll.features.foreval		280,281	281,288
wsj_0440.xml.conll.features.foreval	30,33	28,30	0,27
wsj_0440.xml.conll.features.foreval	414,416	416,417	396,414
wsj_0440.xml.conll.features.foreval	230,232	232,233	201,230
wsj_0441.xml.conll.features.foreval	115,117	117,118	118,158
wsj_0441.xml.conll.features.foreval	306,308	308,309	309,337
wsj_0441.xml.conll.features.foreval	88,90	90,92	92,111
wsj_0441.xml.conll.features.foreval	445,447	447,448	427,445
wsj_0441.xml.conll.features.foreval	380,382	382,383	383,399
wsj_0441.xml.conll.features.foreval	197,198	198,199	199,208
wsj_0441.xml.conll.features.foreval	174,180	180,181	182,220
wsj_0441.xml.conll.features.foreval	401,404	404,405	379,401
wsj_0441.xml.conll.features.foreval	171,173	169,171	159,168
wsj_0441.xml.conll.features.foreval	0,5	5,6	6,44
wsj_0441.xml.conll.features.foreval	337,338	338,339	339,378
wsj_0442.xml.conll.features.foreval	90,92	92,93	53,89
wsj_0442.xml.conll.features.foreval	303,305	305,306	306,332
wsj_0442.xml.conll.features.foreval	384,395	383,384	353,382
wsj_0442.xml.conll.features.foreval	0,3	3,4	4,22
wsj_0442.xml.conll.features.foreval	230,231	231,232	219,229
wsj_0442.xml.conll.features.foreval	415,417	417,418	396,415
wsj_0442.xml.conll.features.foreval	39,52	38,39	23,37
wsj_0442.xml.conll.features.foreval	337,338	338,339	334,336
wsj_0442.xml.conll.features.foreval	260,262	262,263	263,302
wsj_0442.xml.conll.features.foreval	215,217	217,218	190,215
wsj_0442.xml.conll.features.foreval	397,398	398,401	403,413
wsj_0443.xml.conll.features.foreval	375,378	378,379	379,402
wsj_0443.xml.conll.features.foreval	516,518	518,520	520,540
wsj_0443.xml.conll.features.foreval		157,160	160,174
wsj_0443.xml.conll.features.foreval	261,264	264,265	265,292
wsj_0443.xml.conll.features.foreval	355,360	360,363	363,373
wsj_0444.xml.conll.features.foreval		266,268	268,283
wsj_0444.xml.conll.features.foreval		231,232	232,245
wsj_0445.xml.conll.features.foreval	1466,1472	1472,1474	1449,1466
wsj_0445.xml.conll.features.foreval	281,291	280,281	268,280
wsj_0445.xml.conll.features.foreval		81,82	82,85
wsj_0445.xml.conll.features.foreval	1625,1628	1628,1629	1629,1651
wsj_0445.xml.conll.features.foreval	1771,1778	1779,1780	1780,1806
wsj_0445.xml.conll.features.foreval	2589,2592	2588,2589	2575,2588
wsj_0445.xml.conll.features.foreval	1483,1484	1484,1485	1485,1488
wsj_0445.xml.conll.features.foreval	2478,2481	2481,2482	2482,2492
wsj_0445.xml.conll.features.foreval	1530,1531	1531,1532	1513,1529
wsj_0445.xml.conll.features.foreval	2469,2470	2470,2472	2472,2477
wsj_0445.xml.conll.features.foreval	1544,1549	1549,1550	1550,1562
wsj_0445.xml.conll.features.foreval	1030,1042	1029,1030	1017,1029
wsj_0445.xml.conll.features.foreval	881,884	880,881	870,880
wsj_0445.xml.conll.features.foreval	1172,1174	1174,1175	1175,1197
wsj_0445.xml.conll.features.foreval	1594,1613	1593,1594	1563,1593
wsj_0445.xml.conll.features.foreval	2305,2318	2304,2305	2285,2304
wsj_0445.xml.conll.features.foreval	2485,2486	2487,2488	2488,2492
wsj_0445.xml.conll.features.foreval	345,346	346,349	349,353
wsj_0445.xml.conll.features.foreval	1866,1868	1868,1869	1847,1866
wsj_0445.xml.conll.features.foreval	1503,1505	1501,1503	1498,1500
wsj_0445.xml.conll.features.foreval	800,801	798,800	778,797
wsj_0445.xml.conll.features.foreval	915,916	916,917	898,914
wsj_0445.xml.conll.features.foreval	1651,1652	1652,1653	1653,1673
wsj_0445.xml.conll.features.foreval	1820,1827	1828,1829	1829,1846
wsj_0445.xml.conll.features.foreval	231,233	229,231	208,228
wsj_0445.xml.conll.features.foreval	255,260	260,262	262,267
wsj_0446.xml.conll.features.foreval	855,856	856,861	861,867
wsj_0446.xml.conll.features.foreval	1200,1201	1201,1204	1204,1231
wsj_0446.xml.conll.features.foreval	364,374	375,376	383,395
wsj_0446.xml.conll.features.foreval	233,236	236,238	238,243
wsj_0446.xml.conll.features.foreval		896,897	895,896
wsj_0446.xml.conll.features.foreval	548,550	550,552	552,569
wsj_0446.xml.conll.features.foreval	432,436	436,437	437,456
wsj_0446.xml.conll.features.foreval	1,12	17,18	18,25
wsj_0446.xml.conll.features.foreval	319,321	321,323	323,327
wsj_0446.xml.conll.features.foreval	1097,1106	1107,1113	1113,1132
wsj_0446.xml.conll.features.foreval	341,343	343,344	344,350
wsj_0446.xml.conll.features.foreval	351,358	358,359	338,350
wsj_0446.xml.conll.features.foreval	530,539	529,530	506,529
wsj_0446.xml.conll.features.foreval	613,619	619,621	621,639
wsj_0446.xml.conll.features.foreval	250,262	263,264	264,276
wsj_0446.xml.conll.features.foreval	846,850	845,846	811,845
wsj_0447.xml.conll.features.foreval	142,144	144,145	145,188
wsj_0447.xml.conll.features.foreval	34,37	37,38	38,72
wsj_0447.xml.conll.features.foreval	536,537	537,539	539,559
wsj_0448.xml.conll.features.foreval		309,311	311,337
wsj_0448.xml.conll.features.foreval	312,317	317,319	322,337
wsj_0448.xml.conll.features.foreval	128,131	131,132	132,161
wsj_0448.xml.conll.features.foreval	37,43	35,37	44,78
wsj_0448.xml.conll.features.foreval	175,178	178,179	179,243
wsj_0449.xml.conll.features.foreval	661,663	663,664	658,660
wsj_0449.xml.conll.features.foreval	129,131	131,132	132,155
wsj_0449.xml.conll.features.foreval	1017,1018	1018,1021	1021,1074
wsj_0449.xml.conll.features.foreval	831,836	836,837	837,851
wsj_0449.xml.conll.features.foreval	208,210	206,208	175,205
wsj_0449.xml.conll.features.foreval	1101,1108	1108,1109	1074,1100
wsj_0449.xml.conll.features.foreval	951,959	959,962	962,964
wsj_0449.xml.conll.features.foreval	211,215	215,218	219,251
wsj_0449.xml.conll.features.foreval	749,750	750,751	732,749
wsj_0449.xml.conll.features.foreval	936,939	939,940	943,946
wsj_0449.xml.conll.features.foreval	14,26	27,28	28,50
wsj_0449.xml.conll.features.foreval	837,838	841,843	843,851
wsj_0449.xml.conll.features.foreval	857,858	858,859	859,878
wsj_0449.xml.conll.features.foreval	1523,1542	1522,1523	1509,1521
wsj_0449.xml.conll.features.foreval	1159,1160	1160,1161	1161,1177
wsj_0449.xml.conll.features.foreval	992,994	1005,1006	1006,1014
wsj_0449.xml.conll.features.foreval		948,949	950,966
wsj_0449.xml.conll.features.foreval	445,446	461,462	462,500
wsj_0449.xml.conll.features.foreval	1488,1489	1489,1490	1490,1508
wsj_0449.xml.conll.features.foreval	853,856	856,857	857,878
wsj_0449.xml.conll.features.foreval	413,414	414,416	416,444
wsj_0449.xml.conll.features.foreval	807,808	808,809	809,829
wsj_0449.xml.conll.features.foreval	910,912	912,913	895,910
wsj_0449.xml.conll.features.foreval	1326,1331	1335,1336	1336,1345
wsj_0449.xml.conll.features.foreval	700,703	710,713	713,731
wsj_0449.xml.conll.features.foreval	1429,1430	1430,1431	1431,1444
wsj_0449.xml.conll.features.foreval	1452,1470	1470,1471	1471,1508
wsj_0449.xml.conll.features.foreval	952,953	953,954	954,959
wsj_0449.xml.conll.features.foreval	1141,1142	1142,1143	1143,1156
wsj_0449.xml.conll.features.foreval		522,524	524,535
wsj_0449.xml.conll.features.foreval	1413,1421	1422,1423	1423,1429
wsj_0449.xml.conll.features.foreval	1369,1370	1370,1371	1375,1386
wsj_0449.xml.conll.features.foreval	924,932	933,934	935,947
wsj_0449.xml.conll.features.foreval	1199,1201	1215,1216	1216,1244
wsj_0449.xml.conll.features.foreval	863,866	866,867	867,878
