lemma,cue_label,baseline
747-400,0,0
",",0,0
be,0,0
suppose,1,0
to,0,0
be,0,0
fly,0,0
out,0,0
over,0,0
the,0,0
weekend,0,0
to,0,0
Air,0,0
China,0,0
.,0,0
no,0,0
date,0,0
have,0,0
yet,0,0
be,0,0
set,0,0
to,0,0
get,0,0
back,0,0
to,0,0
the,0,0
bargaining,0,0
table,0,0
.,0,0
``,0,0
we,0,0
want,0,0
to,0,0
make,0,0
sure,0,0
they,0,0
know,0,0
what,0,0
they,0,0
want,0,0
before,0,0
they,0,0
come,0,0
back,0,0
",",0,0
'',0,0
say,1,1
Doug,0,0
Hammond,0,0
",",0,0
the,0,0
federal,0,0
mediator,0,0
who,0,0
have,0,0
be,0,0
in,0,0
contact,0,0
with,0,0
both,0,0
side,0,0
since,0,0
the,0,0
strike,0,0
begin,0,0
.,0,0
the,0,0
investment,0,0
community,0,0
",",0,0
for,0,0
one,0,0
",",0,0
have,0,0
be,0,0
anticipate,0,0
a,0,0
speedy,0,0
resolution,0,0
.,0,0
though,0,0
Boeing,0,0
's,0,0
stock,0,0
price,0,0
be,0,0
batter,0,0
along,0,0
with,0,0
the,0,0
rest,0,0
of,0,1
the,0,0
market,0,0
Friday,0,0
",",0,0
it,0,0
actually,0,0
have,0,0
rise,0,0
over,0,0
the,0,0
last,0,0
two,0,0
week,0,0
on,0,0
the,0,0
strength,0,0
of,0,1
new,0,0
order,0,0
.,0,0
``,0,0
the,0,0
market,0,0
have,0,0
take,0,0
two,0,0
view,0,0
:,0,0
that,0,0
the,0,0
labor,0,0
situation,0,0
will,0,0
get,0,0
settle,0,0
in,0,0
the,0,0
short,0,0
term,0,0
and,0,0
that,0,0
thing,0,0
look,0,0
very,0,0
rosy,0,0
for,0,0
Boeing,0,0
in,0,0
the,0,0
long,0,0
term,0,0
",",0,0
'',0,0
say,1,1
Howard,0,0
Rubel,0,0
",",0,0
a,0,0
analyst,0,0
at,0,0
Cyrus,0,0
J.,0,0
Lawrence,0,0
Inc,0,0
.,0,0
Boeing,0,0
's,0,0
share,0,0
fall,0,0
$,0,0
4,0,0
Friday,0,0
to,0,0
close,0,0
at,0,0
$,0,0
57.375,0,0
in,0,0
composite,0,0
trading,0,0
on,0,0
the,0,0
New,0,0
York,0,0
stock,0,0
Exchange,0,0
.,0,0
but,0,0
Mr.,0,0
Baker,0,0
say,1,1
he,0,0
think,0,0
the,0,0
earliest,0,0
a,0,0
pact,0,0
could,0,0
be,0,0
strike,0,0
would,0,0
be,0,0
the,0,0
end,0,0
of,0,1
this,0,0
month,0,0
",",0,0
hint,1,0
that,0,0
the,0,0
company,0,0
and,0,0
union,0,0
may,0,0
resume,0,0
negotiation,0,0
as,0,0
early,0,0
as,0,0
this,0,0
week,0,0
.,0,0
still,0,0
",",0,0
he,0,0
say,1,1
",",0,0
it,0,0
be,0,0
possible,0,0
that,0,0
the,0,0
strike,0,0
could,0,0
last,0,0
considerably,0,0
longer,0,0
.,0,0
``,0,0
I,0,0
would,0,0
not,0,0
expect,0,0
a,0,0
immediate,0,0
resolution,0,0
to,0,0
anything,0,0
.,0,0
'',0,0
last,0,0
week,0,0
",",0,0
Boeing,0,0
Chairman,0,0
Frank,0,0
Shrontz,0,0
send,0,0
strike,0,0
worker,0,0
a,0,0
letter,0,0
",",0,0
say,1,1
that,0,0
``,0,0
to,0,0
my,0,0
knowledge,0,0
",",0,0
Boeing,0,0
's,0,0
offer,0,0
represent,0,0
the,0,0
best,0,0
overall,0,0
three-year,0,0
contract,0,0
of,0,1
any,0,0
major,0,0
U.S.,0,0
industrial,0,0
firm,0,0
in,0,0
recent,0,0
history,0,0
.,0,0
'',0,0
but,0,0
Mr.,0,0
Baker,0,0
call,1,0
the,0,0
letter,0,0
--,0,0
and,0,0
the,0,0
company,0,0
's,0,0
offer,0,0
of,0,1
a,0,0
10,0,0
%,0,0
wage,0,0
increase,0,0
over,0,0
the,0,0
life,0,0
of,0,1
the,0,0
pact,0,0
",",0,0
plus,0,0
bonus,0,0
--,0,0
``,0,0
very,0,0
weak,0,0
.,0,0
'',0,0
he,0,0
add,1,0
that,0,0
the,0,0
company,0,0
miscalculate,0,0
the,0,0
union,0,0
's,0,0
resolve,0,0
and,0,0
the,0,0
worker,0,0
's,0,0
disgust,0,0
with,0,0
be,0,0
force,0,0
to,0,0
work,0,0
many,0,0
hour,0,0
overtime,0,0
.,0,0
in,0,0
separate,0,0
development,0,0
:,0,0
--,0,0
talk,0,0
have,0,0
break,0,0
off,0,0
between,0,0
Machinists,0,0
representative,0,0
at,0,0
Lockheed,0,0
Corp.,0,0
and,0,0
the,0,0
Calabasas,0,0
",",0,0
Calif.,0,0
",",0,0
aerospace,0,0
company,0,0
.,0,0
the,0,0
union,0,0
be,0,0
continue,0,0
to,0,0
work,0,0
through,0,0
its,0,0
expire,0,0
contract,0,0
",",0,0
however,0,0
.,0,0
it,0,0
have,0,0
plan,0,0
a,0,0
strike,0,0
vote,0,0
for,0,0
next,0,0
Sunday,0,0
",",0,0
but,0,0
that,0,0
have,0,0
be,0,0
push,0,0
back,0,0
indefinitely,0,0
.,0,0
--,0,0
United,0,0
Auto,0,0
worker,0,0
local,0,0
1069,0,0
",",0,0
which,0,0
represent,0,0
"3,000",0,0
worker,0,0
at,0,0
Boeing,0,0
's,0,0
helicopter,0,0
unit,0,0
in,0,0
Delaware,0,0
County,0,0
",",0,0
Pa.,0,0
",",0,0
say,1,1
it,0,0
agree,0,0
to,0,0
extend,0,0
its,0,0
contract,0,0
on,0,0
a,0,0
day-by-day,0,0
basis,0,0
",",0,0
with,0,0
a,0,0
10-day,0,0
notification,0,0
to,0,0
cancel,0,0
",",0,0
while,0,0
it,0,0
continue,0,0
bargaining,0,0
.,0,0
the,0,0
accord,0,0
expire,0,0
yesterday,0,0
.,0,0
--,0,0
and,0,0
Boeing,0,0
on,0,0
Friday,0,0
say,1,1
it,0,0
receive,0,0
a,0,0
order,0,0
from,0,0
Martinair,0,0
Holland,0,0
for,0,0
four,0,0
model,0,0
767-300,0,0
wide-body,0,0
jetliner,0,0
value,0,0
at,0,0
a,0,0
total,0,0
of,0,1
about,0,0
$,0,0
326,0,0
million,0,0
.,0,0
the,0,0
plane,0,0
",",0,0
long,0,0
range,0,0
version,0,0
of,0,1
the,0,0
medium-haul,0,0
twin-jet,0,0
",",0,0
will,0,0
be,0,0
deliver,0,0
with,0,0
Pratt,0,0
&amp;,0,0
Whitney,0,0
PW4060,0,0
engine,0,0
.,0,0
Pratt,0,0
&amp;,0,0
Whitney,0,0
be,0,0
a,0,0
unit,0,0
of,0,1
United,0,0
Technologies,0,0
Inc,0,0
.,0,0
Martinair,0,0
Holland,0,0
be,0,0
base,0,0
in,0,0
Amsterdam,0,0
.,0,0
a,0,0
Boeing,0,0
spokeswoman,0,0
say,1,1
a,0,0
delivery,0,0
date,0,0
for,0,0
the,0,0
plane,0,0
be,0,0
still,0,0
be,0,0
work,0,0
out,0,0
``,0,0
for,0,0
a,0,0
variety,0,0
of,0,1
reason,0,0
",",0,0
but,0,0
not,0,0
because,0,0
of,0,1
the,0,0
strike,0,0
.,0,0
'',0,0
Bridget,0,0
O'Brian,0,0
contribute,0,0
to,0,0
this,0,0
article,0,0
.,0,0
Atco,0,0
Ltd.,0,0
say,1,1
its,0,0
utility,0,0
arm,0,0
be,0,0
consider,0,0
build,0,0
new,0,0
electric,0,0
power,0,0
plant,0,0
",",0,0
some,0,0
value,0,0
at,0,0
more,0,0
than,0,0
one,0,0
billion,0,0
canadian,0,0
dollar,0,0
-lrb-,0,0
us$,0,0
851,0,0
million,0,0
-rrb-,0,0
",",0,0
in,0,0
Great,0,0
Britain,0,0
and,0,0
elsewhere,0,0
.,0,0
C.S.,0,0
Richardson,0,0
",",0,0
Atco,0,0
's,0,0
senior,0,0
vice,0,0
president,0,0
",",0,0
finance,0,0
",",0,0
say,1,1
its,0,0
50.1%-owned,0,0
Canadian,0,0
Utilities,0,0
Ltd.,0,0
unit,0,0
be,0,0
review,0,0
cogeneration,0,0
project,0,0
in,0,0
eastern,0,0
Canada,0,0
",",0,0
and,0,0
conventional,0,0
electric,0,0
power,0,0
generate,0,0
plant,0,0
elsewhere,0,0
",",0,0
include,0,0
Britain,0,0
",",0,0
where,0,0
the,0,0
british,0,0
government,0,0
plan,1,0
to,0,0
allow,0,0
limited,0,0
competition,0,0
in,0,0
electrical,0,0
generation,0,0
from,0,0
private-sector,0,0
supplier,0,0
as,0,0
part,0,0
of,0,1
its,0,0
privatization,0,0
program,0,0
.,0,0
``,0,0
the,0,0
project,0,0
be,0,0
big,0,0
.,0,0
they,0,0
can,0,0
be,0,0
c$,0,0
1,0,0
billion,0,0
plus,0,0
",",0,0
'',0,0
Mr.,0,0
Richardson,0,0
say,1,1
.,0,0
``,0,0
but,0,0
we,0,0
would,0,0
not,0,0
go,0,0
into,0,0
they,0,0
alone,0,0
",",0,0
'',0,0
and,0,0
canadian,0,0
utility,0,0
's,0,0
equity,0,0
stake,0,0
would,0,0
be,0,0
small,0,0
",",0,0
he,0,0
say,1,1
.,0,0
``,0,0
ideally,0,0
",",0,0
we,0,0
would,0,0
like,0,0
to,0,0
be,0,0
the,0,0
operator,0,0
-lcb-,0,0
of,0,1
the,0,0
project,0,0
-RCB-,0,0
and,0,0
a,0,0
modest,0,0
equity,0,0
investor,0,0
.,0,0
we,0,0
long,0,0
suit,0,0
be,0,0
we,0,0
prove,0,0
ability,0,0
to,0,0
operate,0,0
'',0,0
power,0,0
plant,0,0
",",0,0
he,0,0
say,1,1
.,0,0
Mr.,0,0
Richardson,0,0
would,0,0
not,1,0
offer,0,0
specifics,0,0
regard,0,0
Atco,0,0
's,0,0
propose,0,0
british,0,0
project,0,0
",",0,0
but,0,0
he,0,0
say,1,1
it,0,0
would,0,0
compete,0,0
for,0,0
customer,0,0
with,0,0
two,0,0
huge,0,0
british,0,0
power,0,0
generate,0,0
company,0,0
that,0,0
would,0,0
be,0,0
form,0,0
under,0,0
the,0,0
country,0,0
's,0,0
plan,0,0
to,0,0
privatize,0,0
its,0,0
massive,0,0
water,0,0
and,0,0
electric,0,0
utility,0,0
.,0,0
Britain,0,0
's,0,0
government,0,0
plan,1,0
to,0,0
raise,0,0
about,0,0
#,0,0
20,0,0
billion,0,0
-lrb-,0,0
$,0,0
31.05,0,0
billion,0,0
-rrb-,0,0
from,0,0
the,0,0
sale,0,0
of,0,1
most,0,0
of,0,1
its,0,0
giant,0,0
water,0,0
and,0,0
electric,0,0
utility,0,0
",",0,0
begin,0,0
next,0,0
month,0,0
.,0,0
the,0,0
plan,0,0
electric,0,0
utility,0,0
sale,0,0
",",0,0
schedule,0,0
for,0,0
next,0,0
year,0,0
",",0,0
be,0,0
alone,0,0
expect,1,0
to,0,0
raise,0,0
#,0,0
13,0,0
billion,0,0
",",0,0
make,0,0
it,0,0
the,0,0
world,0,0
's,0,0
largest,0,0
public,0,0
offering,0,0
.,0,0
under,0,0
term,0,0
of,0,1
the,0,0
plan,0,0
",",0,0
independent,0,0
generator,0,0
would,0,0
be,0,0
able,0,0
to,0,0
compete,0,0
for,0,0
15,0,0
%,0,0
of,0,1
customer,0,0
until,0,0
1994,0,0
",",0,0
and,0,0
for,0,0
another,0,0
10,0,0
%,0,0
between,0,0
1994,0,0
and,0,0
1998,0,0
.,0,0
canadian,0,0
utility,0,0
have,0,0
1988,0,0
revenue,0,0
of,0,1
c$,0,0
1.16,0,0
billion,0,0
",",0,0
mainly,0,0
from,0,0
its,0,0
natural,0,0
gas,0,0
and,0,0
electric,0,0
utility,0,0
business,0,0
in,0,0
Alberta,0,0
",",0,0
where,0,0
the,0,0
company,0,0
serve,0,0
about,0,0
"800,000",0,0
customer,0,0
.,0,0
``,0,0
there,0,0
seem,0,0
to,0,0
be,0,0
a,0,0
move,0,0
around,0,0
the,0,0
world,0,0
to,0,0
deregulate,0,0
the,0,0
generation,0,0
of,0,1
electricity,0,0
",",0,0
'',0,0
Mr.,0,0
Richardson,0,0
say,1,1
",",0,0
and,0,0
canadian,0,0
utility,0,0
hope,0,0
to,0,0
capitalize,0,0
on,0,0
it,0,0
.,0,0
``,0,0
this,0,0
be,0,0
a,0,0
real,0,0
thrust,0,0
on,0,0
we,0,0
utility,0,0
side,0,0
",",0,0
'',0,0
he,0,0
say,1,1
",",0,0
add,1,0
that,0,0
canadian,0,0
utility,0,0
be,0,0
also,0,0
mull,0,0
project,0,0
in,0,0
underdeveloped,0,0
country,0,0
",",0,0
though,0,0
he,0,0
would,0,0
be,0,0
specific,0,0
.,0,0
canadian,0,0
utility,0,0
be,0,0
not,0,0
alone,0,0
in,0,0
explore,0,0
power,0,0
generation,0,0
opportunity,0,0
in,0,0
Britain,0,0
",",0,0
in,0,0
anticipation,0,0
of,0,1
the,0,0
privatization,0,0
program,0,0
.,0,0
``,0,0
we,0,0
be,0,0
certainly,0,0
look,0,0
at,0,0
some,0,0
power,0,0
generate,0,0
project,0,0
in,0,0
England,0,0
",",0,0
'',0,0
say,1,1
Bruce,0,0
Stram,0,0
",",0,0
vice,0,0
president,0,0
",",0,0
corporate,0,0
strategy,0,0
and,0,0
corporate,0,0
planning,0,0
",",0,0
with,0,0
Enron,0,0
Corp.,0,0
",",0,0
Houston,0,0
",",0,0
a,0,0
big,0,0
natural,0,0
gas,0,0
producer,0,0
and,0,0
pipeline,0,0
operator,0,0
.,0,0
Mr.,0,0
Stram,0,0
say,1,1
Enron,0,0
be,0,0
consider,0,0
build,0,0
gas-fire,0,0
power,0,0
plant,0,0
in,0,0
the,0,0
U.K.,0,0
capable,0,0
of,0,1
produce,0,0
about,0,0
500,0,0
megawatt,0,0
of,0,1
power,0,0
at,0,0
a,0,0
cost,0,0
of,0,1
about,0,0
$,0,0
300,0,0
million,0,0
to,0,0
$,0,0
400,0,0
million,0,0
.,0,0
PSE,0,0
Inc.,0,0
say,1,1
it,0,0
expect,0,0
to,0,0
report,0,0
third,0,0
earning,0,0
of,0,1
$,0,0
1.3,0,0
million,0,0
to,0,0
$,0,0
1.7,0,0
million,0,0
",",0,0
or,0,0
14,0,0
cent,0,0
to,0,0
18,0,0
cent,0,0
a,0,0
share,0,0
.,0,0
in,0,0
the,0,0
year-ago,0,0
quarter,0,0
",",0,0
the,0,0
designer,0,0
and,0,0
operator,0,0
of,0,1
cogeneration,0,0
and,0,0
waste,0,0
heat,0,0
recovery,0,0
plant,0,0
have,0,0
net,0,0
income,0,0
of,0,1
$,0,0
"326,000",0,0
",",0,0
or,0,0
four,0,0
cent,0,0
a,0,0
share,0,0
",",0,0
on,0,0
revenue,0,0
of,0,1
about,0,0
$,0,0
41.4,0,0
million,0,0
.,0,0
the,0,0
company,0,0
say,1,1
the,0,0
improvement,0,0
be,0,0
related,0,0
to,0,0
additional,0,0
cogeneration,0,0
facility,0,0
that,0,0
have,0,0
be,0,0
put,0,0
into,0,0
operation,0,0
.,0,0
CONCORDE,0,0
trans-atlantic,0,0
flight,0,0
be,0,0
$,0,0
"2,400",0,0
to,0,0
Paris,0,0
and,0,0
$,0,0
"3,200",0,0
to,0,0
London,0,0
.,0,0
in,0,0
a,0,0
Centennial,0,0
Journal,0,0
article,0,0
Oct.,0,0
5,0,0
",",0,0
the,0,0
fare,0,0
be,0,0
reverse,0,0
.,0,0
Diamond,0,0
Shamrock,0,0
Offshore,0,0
Partners,0,0
say,0,1
it,0,0
have,0,0
discover,0,0
gas,0,0
offshore,0,0
Louisiana,0,0
.,0,0
the,0,0
well,0,0
flow,0,0
at,0,0
a,0,0
rate,0,0
of,0,1
2.016,0,0
million,0,0
cubic,0,0
foot,0,0
of,0,1
gas,0,0
a,0,0
day,0,0
through,0,0
a,0,0
16/,0,0
64-inch,0,0
opening,0,0
at,0,0
depth,0,0
between,0,0
"5,782",0,0
and,0,0
"5,824",0,0
foot,0,0
.,0,0
Diamond,0,0
Shamrock,0,0
be,0,0
the,0,0
operator,0,0
",",0,0
with,0,0
a,0,0
100,0,0
%,0,0
interest,0,0
in,0,0
the,0,0
well,0,0
.,0,0
Diamond,0,0
Shamrock,0,0
Offshore,0,0
's,0,0
stock,0,0
rise,0,0
12.5,0,0
cent,0,0
Friday,0,0
to,0,0
close,0,0
at,0,0
$,0,0
8.25,0,0
in,0,0
New,0,0
York,0,0
stock,0,0
Exchange,0,0
composite,0,0
trading,0,0
.,0,0
Kaufman,0,0
&amp;,0,0
Broad,0,0
Home,0,0
Corp.,0,0
say,1,1
it,0,0
form,0,0
a,0,0
$,0,0
53.4,0,0
million,0,0
limited,0,0
partnership,0,0
subsidiary,0,0
to,0,0
buy,0,0
land,0,0
in,0,0
California,0,0
suitable,0,0
for,0,0
residential,0,0
development,0,0
.,0,0
the,0,0
partnership,0,0
",",0,0
Kaufman,0,0
&amp;,0,0
Broad,0,0
land,0,0
Development,0,0
Venture,0,0
Limited,0,0
Partnership,0,0
",",0,0
be,0,0
a,0,0
50-50,0,0
joint,0,0
venture,0,0
with,0,0
a,0,0
trust,0,0
create,0,0
by,0,0
institutional,0,0
client,0,0
of,0,1
Heitman,0,0
Advisory,0,0
Corp.,0,0
",",0,0
a,0,0
unit,0,0
of,0,1
Heitman,0,0
Financial,0,0
Corp.,0,0
",",0,0
a,0,0
real,0,0
estate,0,0
advisory,0,0
",",0,0
management,0,0
and,0,0
development,0,0
company,0,0
with,0,0
office,0,0
in,0,0
Chicago,0,0
and,0,0
Beverly,0,0
Hills,0,0
",",0,0
Calif,0,0
.,0,0
Kaufman,0,0
&amp;,0,0
Broad,0,0
",",0,0
a,0,0
home,0,0
building,0,0
company,0,0
",",0,0
decline,1,0
to,0,0
identify,0,0
the,0,0
institutional,0,0
investor,0,0
.,0,0
the,0,0
land,0,0
to,0,0
be,0,0
purchase,0,0
by,0,0
the,0,0
joint,0,0
venture,0,0
have,0,0
not,0,0
yet,0,0
receive,0,0
zoning,0,0
and,0,0
other,0,0
approval,0,0
require,0,0
for,0,0
development,0,0
",",0,0
and,0,0
part,0,0
of,0,1
Kaufman,0,0
&amp;,0,0
Broad,0,0
's,0,0
job,0,0
will,0,0
be,0,0
to,0,0
obtain,0,0
such,0,0
approval,0,0
.,0,0
the,0,0
partnership,0,0
run,0,0
the,0,0
risk,0,0
that,0,0
it,0,0
may,0,0
not,0,0
get,0,0
the,0,0
approval,0,0
for,0,0
development,0,0
",",0,0
but,0,0
in,0,0
return,0,0
",",0,0
it,0,0
can,0,0
buy,0,0
land,0,0
at,0,0
wholesale,0,0
rather,0,0
than,0,0
retail,0,0
price,0,0
",",0,0
which,0,0
can,0,0
result,0,0
in,0,0
sizable,0,0
savings,0,0
",",0,0
say,1,1
Bruce,0,0
Karatz,0,0
",",0,0
president,0,0
and,0,0
chief,0,0
executive,0,0
officer,0,0
of,0,1
Kaufman,0,0
&amp;,0,0
Broad,0,0
.,0,0
``,0,0
there,0,0
be,0,0
really,0,0
very,0,0
few,0,0
company,0,0
that,0,0
have,0,0
adequate,0,0
capital,0,0
to,0,0
buy,0,0
property,0,0
in,0,0
a,0,0
raw,0,0
state,0,0
for,0,0
cash,0,0
.,0,0
typically,0,0
",",0,0
developer,0,0
option,0,0
property,0,0
",",0,0
and,0,0
then,0,0
once,0,0
they,0,0
get,0,0
the,0,0
administrative,0,0
approval,0,0
",",0,0
they,0,0
buy,0,0
it,0,0
",",0,0
'',0,0
say,1,1
Mr.,0,0
Karatz,0,0
",",0,0
add,0,0
that,0,0
he,0,0
believe,0,0
the,0,0
joint,0,0
venture,0,0
be,0,0
the,0,0
first,0,0
of,0,1
its,0,0
kind,0,0
.,0,0
``,0,0
we,0,0
usually,0,0
operate,0,0
in,0,0
that,0,0
conservative,0,0
manner,0,0
.,0,0
'',0,0
by,0,0
set,0,0
up,0,0
the,0,0
joint,0,0
venture,0,0
",",0,0
Kaufman,0,0
&amp;,0,0
Broad,0,0
can,0,0
take,0,0
the,0,0
more,0,0
aggressive,0,0
approach,0,0
of,0,1
buy,0,0
raw,0,0
land,0,0
",",0,0
while,0,0
avoid,0,0
the,0,0
negative,0,0
impact,0,0
to,0,0
its,0,0
own,0,0
balance,0,0
sheet,0,0
",",0,0
Mr.,0,0
Karatz,0,0
say,1,1
.,0,0
the,0,0
company,0,0
be,0,0
put,0,0
up,0,0
only,0,0
10,0,0
%,0,0
of,0,1
the,0,0
capital,0,0
",",0,0
although,0,0
it,0,0
be,0,0
responsible,0,0
for,0,0
provide,0,0
management,0,0
",",0,0
planning,0,0
and,0,0
processing,0,0
service,0,0
to,0,0
the,0,0
joint,0,0
venture,0,0
.,0,0
``,0,0
this,0,0
be,0,0
one,0,0
of,0,1
the,0,0
best,0,0
way,0,0
to,0,0
assure,0,0
a,0,0
pipeline,0,0
of,0,1
land,0,0
to,0,0
fuel,0,0
we,0,0
growth,0,0
at,0,0
a,0,0
minimum,0,0
risk,0,0
to,0,0
we,0,0
company,0,0
",",0,0
'',0,0
Mr.,0,0
Karatz,0,0
say,1,1
.,0,0
when,0,0
the,0,0
price,0,0
of,0,1
plastic,0,0
take,0,0
off,0,0
in,0,0
1987,0,0
",",0,0
Quantum,0,0
Chemical,0,0
Corp.,0,0
go,0,0
along,0,0
for,0,0
the,0,0
ride,0,0
.,0,0
the,0,0
timing,0,0
of,0,1
Quantum,0,0
's,0,0
chief,0,0
executive,0,0
officer,0,0
",",0,0
John,0,0
Hoyt,0,0
Stookey,0,0
",",0,0
appear,0,0
to,0,0
be,0,0
nothing,0,0
less,0,0
than,0,0
inspire,0,0
",",0,0
because,0,0
he,0,0
have,0,0
just,0,0
increase,0,0
Quantum,0,0
's,0,0
reliance,0,0
on,0,0
plastic,0,0
.,0,0
the,0,0
company,0,0
outpace,0,0
much,0,0
of,0,1
the,0,0
chemical,0,0
industry,0,0
as,0,0
annual,0,0
profit,0,0
grow,0,0
fivefold,0,0
in,0,0
two,0,0
year,0,0
.,0,0
Mr.,0,0
Stookey,0,0
say,1,1
of,0,1
the,0,0
boom,0,0
",",0,0
``,0,0
it,0,0
be,0,0
go,0,0
to,0,0
last,0,0
a,0,0
whole,0,0
lot,0,0
longer,0,0
than,0,0
anybody,0,0
think,0,0
.,0,0
'',0,0
but,0,0
now,0,0
price,0,0
have,0,0
nose-dived,0,0
and,0,0
Quantum,0,0
's,0,0
profit,0,0
be,0,0
plum,0,0
.,0,0
some,0,0
security,0,0
analyst,0,0
be,0,0
look,1,0
for,0,0
no,0,0
better,0,0
than,0,0
break-even,0,0
result,0,0
from,0,0
the,0,0
company,0,0
for,0,0
the,0,0
third,0,0
quarter,0,0
",",0,0
compare,0,0
with,0,0
year-earlier,0,0
profit,0,0
of,0,1
$,0,0
99.8,0,0
million,0,0
",",0,0
or,0,0
$,0,0
3.92,0,0
a,0,0
share,0,0
",",0,0
on,0,0
sale,0,0
of,0,1
$,0,0
724.4,0,0
million,0,0
.,0,0
the,0,0
stock,0,0
",",0,0
have,0,0
lose,0,0
nearly,0,0
a,0,0
quarter,0,0
of,0,1
its,0,0
value,0,0
since,0,0
Sept.,0,0
1,0,0
",",0,0
close,0,0
at,0,0
$,0,0
34.375,0,0
share,0,0
",",0,0
down,0,0
$,0,0
1.125,0,0
",",0,0
in,0,0
New,0,0
York,0,0
stock,0,0
Exchange,0,0
composite,0,0
trading,0,0
Friday,0,0
.,0,0
to,0,0
a,0,0
degree,0,0
",",0,0
Quantum,0,0
represent,0,0
the,0,0
new,0,0
time,0,0
that,0,0
have,0,0
arrive,0,0
for,0,0
producer,0,0
of,0,1
the,0,0
so-called,0,0
commodity,0,0
plastic,0,0
that,0,0
pervade,0,0
modern,0,0
life,0,0
.,0,0
have,0,0
just,0,0
pass,0,0
through,0,0
one,0,0
of,0,1
the,0,0
most,0,0
profitable,0,0
period,0,0
in,0,0
they,0,0
history,0,0
",",0,0
these,0,0
producer,0,0
now,0,0
see,0,1
they,0,0
price,0,0
erode,0,0
.,0,0
pricing,0,0
cycle,0,0
",",0,0
to,0,0
be,0,0
sure,0,0
",",0,0
be,0,0
nothing,0,0
new,0,0
for,0,0
plastic,0,0
producer,0,0
.,0,0
and,0,0
the,0,0
financial,0,0
decline,0,0
of,0,1
some,0,0
look,0,0
steep,0,0
only,0,0
in,0,0
comparison,0,0
with,0,0
the,0,0
heady,0,0
period,0,0
that,0,0
be,0,0
just,0,0
behind,0,0
they,0,0
.,0,0
``,0,0
we,0,0
be,0,0
all,0,0
wonderful,0,0
heroe,0,0
last,0,0
year,0,0
",",0,0
'',0,0
say,1,1
a,0,0
executive,0,0
at,0,0
one,0,0
of,0,1
Quantum,0,0
's,0,0
competitor,0,0
.,0,0
``,0,0
now,0,0
we,0,0
be,0,0
at,0,0
the,0,0
bottom,0,0
of,0,1
the,0,0
heap,0,0
.,0,0
'',0,0
at,0,0
Quantum,0,0
",",0,0
which,0,0
be,0,0
base,0,0
in,0,0
New,0,0
York,0,0
",",0,0
the,0,0
trouble,0,0
be,0,0
magnify,0,0
by,0,0
the,0,0
company,0,0
's,0,0
heavy,0,0
dependence,0,0
on,0,0
plastic,0,0
.,0,0
once,0,0
know,0,0
as,0,0
National,0,0
Distillers,0,0
&amp;,0,0
Chemical,0,0
Corp.,0,0
",",0,0
the,0,0
company,0,0
exite,0,0
the,0,0
wine,0,0
and,0,0
spirit,0,0
business,0,0
and,0,0
plow,0,0
more,0,0
of,0,1
its,0,0
resource,0,0
into,0,0
plastic,0,0
after,0,0
Mr.,0,0
Stookey,0,0
take,0,0
the,0,0
chief,0,0
executive,0,0
's,0,0
job,0,0
in,0,0
1986,0,0
.,0,0
Mr.,0,0
Stookey,0,0
",",0,0
59,0,0
year,0,0
old,0,0
",",0,0
decline,1,0
to,0,0
be,0,0
interview,0,0
for,0,0
this,0,0
article,0,0
",",0,0
but,0,0
he,0,0
have,0,0
consistently,0,0
argue,1,0
that,0,0
over,0,0
the,0,0
long,0,0
haul,0,0
--,0,0
across,0,0
both,0,0
the,0,0
peak,0,0
and,0,0
the,0,0
trough,0,0
of,0,1
the,0,0
plastic,0,0
market,0,0
--,0,0
Quantum,0,0
will,0,0
prosper,0,0
through,0,0
its,0,0
new,0,0
direction,0,0
.,0,0
Quantum,0,0
's,0,0
lot,0,0
be,0,0
mostly,0,0
tie,0,0
to,0,0
polyethylene,0,0
resin,0,0
",",0,0
use,0,0
to,0,0
make,0,0
garbage,0,0
bag,0,0
",",0,0
milk,0,0
jug,0,0
",",0,0
houseware,0,0
",",0,0
toy,0,0
and,0,0
meat,0,0
packaging,0,0
",",0,0
among,0,0
other,0,0
item,0,0
.,0,0
in,0,0
the,0,0
U.S.,0,0
polyethylene,0,0
market,0,0
",",0,0
Quantum,0,0
have,0,0
claim,1,0
the,0,0
largest,0,0
share,0,0
",",0,0
about,0,0
20,0,0
%,0,0
.,0,0
but,0,0
its,0,0
competitor,0,0
--,0,0
include,0,0
Dow,0,0
Chemical,0,0
Co.,0,0
",",0,0
Union,0,0
Carbide,0,0
Corp.,0,0
and,0,0
several,0,0
oil,0,0
giant,0,0
--,0,0
have,0,0
much,0,0
broader,0,0
business,0,0
interest,0,0
and,0,0
so,0,0
be,0,0
better,0,0
cushion,0,0
against,0,0
price,0,0
swing,0,0
.,0,0
when,0,0
the,0,0
price,0,0
of,0,1
polyethylene,0,0
move,0,0
a,0,0
mere,0,0
penny,0,0
a,0,0
pound,0,0
",",0,0
Quantum,0,0
's,0,0
annual,0,0
profit,0,0
fluctuate,0,0
by,0,0
about,0,0
85,0,0
cent,0,0
a,0,0
share,0,0
",",0,0
provide,0,0
no,0,0
other,0,0
variable,0,0
be,0,0
change,0,0
.,0,0
in,0,0
recent,0,0
month,0,0
the,0,0
price,0,0
of,0,1
polyethylene,0,0
",",0,0
even,0,0
more,0,0
than,0,0
that,0,0
of,0,1
other,0,0
